事業者,物件名,都道府県,住所,収容台数,時間帯料金(生),最大料金(生),営業時間,満空,緯度,経度,取得日時,URL
三井のリパーク,三井のリパークメガロス武蔵小金井第一駐車場駐車場,東京都,東京都小金井市緑町５丁目３ー２４メガロス武蔵小金井第一駐車場,78,08:00-21:00 40分220円 ; 21:00-08:00 40分220円 ; 08:00-21:00 40分220円 ; 21:00-08:00 40分220円,月～金 8:00～21:00以内 880円 ; 月～金 21:00～8:00以内 330円 ; 土日祝 8:00～21:00以内 1100円 ; 土日祝 21:00～8:00以内 330円,24時間,,35.701998002984,139.51291621971,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027319
三井のリパーク,三井のリパークメガロス武蔵小金井第二駐車場駐車場,東京都,東京都小金井市緑町５丁目６メガロス武蔵小金井第二駐車場,29,08:00-21:00 60分240円 ; 21:00-08:00 60分240円 ; 08:00-21:00 60分240円 ; 21:00-08:00 60分240円,月～金 8:00～21:00以内 880円 ; 月～金 21:00～8:00以内 330円 ; 土日祝 8:00～21:00以内 880円 ; 土日祝 21:00～8:00以内 330円,24時間,,35.701520250275,139.51143858643,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027320
三井のリパーク,三井のリパーク八千代台北６丁目駐車場,千葉県,千葉県八千代市八千代台北６丁目２ー５,6,08:00-20:00 30分200円 ; 20:00-08:00 60分100円,全日 20:00～8:00以内 300円 ; 全日 入庫後24時間以内 800円,24時間,,35.702796869933,140.0890433361,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027321
三井のリパーク,三井のリパーク高柳駅前第４駐車場,千葉県,千葉県柏市高柳２丁目４ー１５,15,00:00-24:00 60分200円,全日 入庫後24時間以内 500円,24時間,,35.809303312031,139.99687664118,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027322
三井のリパーク,三井のリパーク板橋宮本町第３駐車場,東京都,東京都板橋区宮本町１０ー１０,3,08:00-18:00 25分250円 ; 18:00-08:00 60分110円,全日 18:00～8:00以内 400円 ; 全日 入庫後24時間以内 1100円,24時間,,35.762900378304,139.70381422745,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027323
三井のリパーク,三井のリパーク仙台八木山本町パンダパーキング駐車場,宮城県,宮城県仙台市太白区八木山本町１丁目１ー６,11,00:00-24:00 1440分400円,全日 入庫後24時間 400円,24時間,,38.245113199138,140.84800212786,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027325
三井のリパーク,三井のリパーク石山鳥居川町第４駐車場,滋賀県,滋賀県大津市鳥居川町１ー１０,7,08:00-20:00 40分220円 ; 20:00-08:00 60分110円,全日 入庫後24時間以内 660円,24時間,,34.974293280105,135.89967480457,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027326
三井のリパーク,三井のリパーク本庄西２丁目第６駐車場,大阪府,大阪府大阪市北区本庄西２丁目２１ー２９,4,00:00-24:00 40分200円,全日 入庫後24時間以内 1200円,24時間,,34.713489270946,135.50436964348,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027327
三井のリパーク,三井のリパーク本庄西２丁目第７駐車場,大阪府,大阪府大阪市北区本庄西２丁目２１ー２８,2,00:00-24:00 40分200円,全日 入庫後24時間以内 1200円,24時間,,34.713694803555,135.50428908471,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027328
三井のリパーク,三井のリパーク河内長野市千代田南町駐車場,大阪府,大阪府河内長野市千代田南町２ー１５,10,08:00-20:00 20分110円 ; 20:00-08:00 60分110円,全日 入庫後24時間以内 450円,24時間,,34.467172298409,135.56878952357,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027329
三井のリパーク,三井のリパーク松原岡３丁目駐車場,大阪府,大阪府松原市岡３丁目３ー１６,5,08:00-18:00 30分100円 ; 18:00-08:00 60分100円,全日 18:00～8:00以内 400円 ; 全日 入庫後24時間以内 700円,24時間,,34.564345040211,135.55748043329,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027330
三井のリパーク,三井のリパーク昭和町駅前駐車場,大阪府,大阪府大阪市阿倍野区阪南町２丁目４ー２１,10,00:00-24:00 20分200円,全日 入庫後24時間以内 1000円,24時間,,34.632445361097,135.51574187484,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027331
三井のリパーク,三井のリパーク川口芝３丁目第２駐車場,埼玉県,埼玉県川口市芝３丁目３ー１７,13,08:00-17:00 60分200円 ; 17:00-08:00 60分100円,全日 17:00～8:00以内 400円 ; 全日 入庫後24時間以内 500円,24時間,,35.83461757226,139.69607823458,2026-08-02T02:10:29.803Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027333
三井のリパーク,三井のリパーク八広５丁目第２駐車場,東京都,東京都墨田区八広５丁目２３ー１５,4,08:00-20:00 30分220円 ; 20:00-08:00 60分110円,全日 20:00～8:00以内 600円 ; 全日 入庫後24時間以内 1500円,24時間,,35.723056785471,139.82664197239,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027335
三井のリパーク,三井のリパーク皿沼１丁目駐車場,東京都,東京都足立区皿沼１丁目２２ー６,8,08:00-20:00 30分220円 ; 20:00-08:00 30分220円,全日 20:00～8:00以内 500円 ; 全日 入庫後24時間以内 1100円,24時間,,35.795525679917,139.76182179669,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027336
三井のリパーク,三井のリパーク足立青井６丁目駐車場,東京都,東京都足立区青井６丁目１６ー１６,8,08:00-18:00 30分250円 ; 18:00-08:00 30分250円,全日 18:00～8:00以内 400円 ; 全日 入庫後24時間以内 700円,24時間,,35.77734238654,139.81178515156,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027337
三井のリパーク,三井のリパーク世田谷船橋４丁目第２駐車場,東京都,東京都世田谷区船橋４丁目４０ー１７,5,08:00-18:00 20分220円 ; 18:00-08:00 20分220円,全日 8:00～18:00以内 1000円 ; 全日 18:00～8:00以内 400円,24時間,,35.653785547949,139.61786250105,2026-07-31T02:12:13.613Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027338
三井のリパーク,三井のリパーク上荻２丁目第２駐車場,東京都,東京都杉並区上荻２丁目４ー５,7,08:00-18:00 20分220円 ; 18:00-08:00 20分220円,全日 8:00～18:00以内 1400円 ; 全日 18:00～8:00以内 500円,24時間,,35.704393915129,139.6116384656,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027340
三井のリパーク,三井のリパーク目黒東山１丁目第２駐車場,東京都,東京都目黒区東山１丁目１２－２,11,08:00-20:00 15分330円 ; 20:00-08:00 15分330円,全日 20:00～8:00以内 800円 ; 全日 入庫後24時間以内 4200円,24時間,,35.64819299335,139.69178439742,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027341
三井のリパーク,三井のリパーク平塚代官町第３駐車場,神奈川県,神奈川県平塚市代官町３ー１９,15,00:00-24:00 20分330円,全日 入庫後24時間以内 1100円,24時間,,35.327357489483,139.35219959506,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027342
三井のリパーク,三井のリパーク横浜花咲町２丁目第３駐車場,神奈川県,神奈川県横浜市中区花咲町２丁目６２ー８,2,00:00-24:00 20分330円,全日 入庫後12時間以内 2600円,24時間,,35.449765905332,139.62938760534,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027343
三井のリパーク,三井のリパーク世田谷桜２丁目第３駐車場,東京都,東京都世田谷区桜２丁目２０ー９,3,08:00-18:00 15分220円 ; 18:00-08:00 60分110円,全日 8:00～18:00以内 1300円 ; 全日 18:00～8:00以内 400円,24時間,,35.645397897756,139.63742237384,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027344
三井のリパーク,三井のリパーク横浜西谷３丁目駐車場,神奈川県,神奈川県横浜市保土ケ谷区西谷３丁目１７ー１５,8,08:00-18:00 30分220円 ; 18:00-08:00 30分220円,全日 8:00～18:00以内 1200円 ; 全日 18:00～8:00以内 300円,24時間,,35.477089655465,139.56616659762,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027345
三井のリパーク,三井のリパーク郡山中町第１１駐車場,福島県,福島県郡山市中町１６ー３,12,00:00-24:00 1440分550円,全日 入庫後24時間 550円,24時間,,37.394612733524,140.38418258843,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027346
三井のリパーク,三井のリパーク宇和島新町２丁目第２駐車場,愛媛県,愛媛県宇和島市新町２丁目５ー１２,17,08:00-18:00 30分100円 ; 18:00-08:00 30分100円,全日 8:00～18:00以内 500円 ; 全日 18:00～8:00以内 600円,24時間,,33.223147359084,132.56632393691,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027347
三井のリパーク,三井のリパーク川崎土橋３丁目駐車場,神奈川県,神奈川県川崎市宮前区土橋３丁目９ー３,11,08:00-20:00 30分200円 ; 20:00-08:00 60分100円,全日 20:00～8:00以内 300円 ; 全日 入庫後24時間以内 1100円,24時間,,35.583400664673,139.57517206545,2026-07-04T09:09:56.515Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027348
三井のリパーク,三井のリパーク南桜塚４丁目駐車場,大阪府,大阪府豊中市南桜塚４丁目１１ー２０,10,08:00-20:00 60分220円 ; 20:00-08:00 60分110円,全日 入庫後24時間以内 800円,24時間,,34.780306642637,135.47680496698,2026-07-15T01:53:14.080Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027349
三井のリパーク,三井のリパーク富士宮宮町駐車場,静岡県,静岡県富士宮市宮町４ー２１,9,00:00-24:00 60分200円 ; 00:00-24:00 30分200円,月～金 入庫後24時間以内 450円 ; 土日祝 入庫後24時間以内 800円,24時間,,35.225011026724,138.60991039923,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027350
三井のリパーク,三井のリパーク下高井戸３丁目第２駐車場,東京都,東京都杉並区下高井戸３丁目２９ー１,7,08:00-20:00 30分220円 ; 20:00-08:00 30分220円,全日 20:00～8:00以内 300円 ; 全日 入庫後24時間以内 1400円,24時間,,35.673486493795,139.63361028604,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027351
三井のリパーク,三井のリパーク草加清門２丁目第４駐車場,埼玉県,埼玉県草加市清門２丁目４３ー１０,9,08:00-20:00 40分200円 ; 20:00-08:00 40分200円,全日 入庫後24時間以内 600円,24時間,,35.850025701205,139.77869010824,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027352
三井のリパーク,三井のリパーク世田谷桜丘４丁目第３駐車場,東京都,東京都世田谷区桜丘４丁目２３ー１７,2,08:00-20:00 20分220円 ; 20:00-08:00 60分110円,全日 20:00～8:00以内 500円 ; 全日 入庫後24時間以内 1900円,24時間,,35.642400688263,139.61978508861,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027353
三井のリパーク,三井のリパーク宇都宮本町第３駐車場,栃木県,栃木県宇都宮市本町１１ー１２,7,07:00-19:00 40分100円 ; 19:00-07:00 30分100円,全日 7:00～19:00以内 600円,24時間,,36.563656709634,139.88081543344,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027354
三井のリパーク,三井のリパークノボテル奈良　南駐車場駐車場,奈良県,奈良県奈良市大宮町７丁目１ー４５,22,12:00-12:00 30分200円,全日 入庫当日24時まで 1500円,24時間,,34.683389439292,135.80675424972,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027355
三井のリパーク,三井のリパーク群馬セキスイハイムビル来客者専用駐車場駐車場,群馬県,群馬県前橋市南町３丁目３５ー３群馬セキスイハイム,26,00:00-24:00 60分200円,,24時間,,36.381370420035,139.07238818828,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027356
三井のリパーク,三井のリパーク飯能駅前駐車場,埼玉県,埼玉県飯能市南町６ー１１,12,08:00-20:00 40分100円 ; 20:00-08:00 40分100円,全日 入庫後24時間以内 650円,24時間,,35.850092647373,139.31802003039,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027357
三井のリパーク,三井のリパーク札幌北１９東１６駐車場,北海道,北海道札幌市東区北十九条東１６丁目２－１,11,07:00-19:00 60分300円 ; 19:00-07:00 60分300円,全日 19:00～7:00以内 500円,24時間,,43.087493324033,141.37355217254,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027359
三井のリパーク,三井のリパーク久留米東町第１７駐車場,福岡県,福岡県久留米市東町５０８ー７,13,08:00-18:00 60分200円 ; 18:00-08:00 60分200円,全日 入庫後24時間以内 700円 ; 全日 8:00～18:00以内 500円,24時間,,33.314843471277,130.51982023088,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027360
三井のリパーク,三井のリパーク尾道土堂２丁目第２駐車場,広島県,広島県尾道市土堂２丁目３ー５,4,07:00-20:00 20分100円 ; 20:00-07:00 60分100円 ; 07:00-20:00 15分100円 ; 20:00-07:00 60分100円,月～金 20:00～7:00以内 300円 ; 土日祝 20:00～7:00以内 300円,24時間,,34.408898286314,133.20116105929,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027361
三井のリパーク,三井のリパーク札幌北１８西５第２駐車場,北海道,北海道札幌市北区北十八条西５丁目２０－４６５,8,07:00-19:00 20分110円 ; 19:00-07:00 60分110円,全日 7:00～19:00以内 700円 ; 全日 19:00～7:00以内 300円,24時間,,43.082643326146,141.34397429729,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027362
三井のリパーク,三井のリパーク志木本町５丁目駐車場,埼玉県,埼玉県志木市本町５丁目１５ー１５,12,08:00-20:00 30分220円 ; 20:00-08:00 30分220円,全日 入庫後12時間以内 1000円,24時間,,35.825702558821,139.57711352499,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027363
三井のリパーク,三井のリパーク宇都宮大通り３丁目駐車場,栃木県,栃木県宇都宮市大通り３丁目４ー１５,7,00:00-24:00 40分200円,全日 入庫後24時間以内 900円,24時間,,36.559546266756,139.89389509246,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027366
三井のリパーク,三井のリパークＪＲ草津駅西駐車場,滋賀県,滋賀県草津市西大路町１１ー１０,18,00:00-24:00 60分220円,全日 入庫後24時間以内 800円,24時間,,35.023364020724,135.95630950756,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027367
三井のリパーク,三井のリパーク甲子園五番町駐車場,兵庫県,兵庫県西宮市甲子園五番町１２ー１４,7,08:00-20:00 20分110円 ; 20:00-08:00 60分110円,通常日 入庫後24時間以内 500円 ; イベント開催日 8:00～20:00 20分/ 330円,24時間,,34.726560445807,135.36542224705,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027368
三井のリパーク,三井のリパーク上連雀２丁目第３駐車場,東京都,東京都三鷹市上連雀２丁目７ー２０,16,08:00-20:00 30分220円 ; 20:00-08:00 60分110円,全日 20:00～8:00以内 400円 ; 全日 入庫後24時間以内 1300円,24時間,,35.700793356414,139.55760422989,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027369
三井のリパーク,三井のリパーク西宮菊谷町第２駐車場,兵庫県,兵庫県西宮市菊谷町３ー２７,8,08:00-19:00 30分220円 ; 19:00-08:00 30分220円,全日 19:00～8:00以内 400円 ; 全日 入庫後24時間以内 990円,24時間,,34.748535170939,135.32520790895,2026-07-02T10:19:39.397Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027370
