事業者,物件名,都道府県,住所,収容台数,時間帯料金(生),最大料金(生),営業時間,満空,緯度,経度,取得日時,URL
タイムズ,タイムズ恵比寿ネオナート,東京都,東京都渋谷区恵比寿4-1,17,月～金 00:00-00:00 30分440円,月～金 駐車後24時間 最大料金 3100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0053131/
タイムズ,タイムズ渋谷東２丁目第３,東京都,東京都渋谷区東2-25,3,月～金 00:00-00:00 15分330円,月～金 09:00-18:00 最大料金 2800円 ; 月～金 18:00-09:00 最大料金 1200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0053446/
タイムズ,タイムズ円山町第８,東京都,東京都渋谷区円山町24,3,月～金 00:00-00:00 15分330円,月～金 08:00-18:00 最大料金 2100円 ; 月～金 18:00-08:00 最大料金 700円,,,,,2026-07-08T16:44:45.615Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0053613/
タイムズ,タイムズ渋谷宮益坂第２,東京都,東京都渋谷区渋谷1-8,2,月～金 00:00-00:00 12分550円,月～金 20:00-09:00 最大料金 2100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0054053/
タイムズ,タイムズ大山町第９,東京都,東京都渋谷区大山町20,4,月～金 00:00-00:00 12分220円,月～金 駐車後6時間 最大料金 2100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0054334/
タイムズ,タイムズ松濤第７,東京都,東京都渋谷区松濤1-9,3,月～金 00:00-00:00 12分220円,月～金 08:00-19:00 最大料金 2100円 ; 月～金 19:00-08:00 最大料金 900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0057367/
タイムズ,タイムズ西原３丁目第２,東京都,東京都渋谷区西原3-23,8,月～金 08:00-22:00 15分330円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後6時間 最大料金 3000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0057510/
タイムズ,タイムズ小田急サザンタワー,東京都,東京都渋谷区代々木2-2,79,月～金 00:00-00:00 30分440円,月～金 駐車後24時間 最大料金 2400円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0057667/
タイムズ,タイムズ代々木第１４,東京都,東京都渋谷区代々木3-3,7,月～金 00:00-00:00 12分220円,月～金 08:00-20:00 最大料金 2700円 ; 月～金 20:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0058714/
タイムズ,タイムズ代々木八幡駅前第４,東京都,東京都渋谷区代々木5-7,8,月～金 00:00-00:00 12分330円,月～金 駐車後6時間 最大料金 2200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0058846/
タイムズ,タイムズ渋谷宇田川町第３,東京都,東京都渋谷区宇田川町19,10,月～金 00:00-00:00 10分330円,月～金 駐車後24時間 最大料金 4100円 ; 月～金 17:00-08:00 最大料金 1900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0059095/
タイムズ,タイムズ笹塚第１１,東京都,東京都渋谷区笹塚2-48,3,月～金 08:00-22:00 12分220円 ; 月～金 22:00-08:00 60分220円,月～金 駐車後6時間 最大料金 1900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0059341/
タイムズ,タイムズ渋谷３丁目第３,東京都,東京都渋谷区渋谷3-3,11,月～金 00:00-00:00 15分440円,月～金 08:00-19:00 最大料金 3800円 ; 月～金 19:00-08:00 最大料金 800円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0059642/
タイムズ,タイムズサンルートプラザ新宿,東京都,東京都渋谷区代々木2-3,17,月～金 00:00-00:00 30分440円,月～金 07:00-22:00 最大料金 2400円 ; 月～金 22:00-07:00 最大料金 1500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0060417/
タイムズ,タイムズ渋谷南平台町第２,東京都,東京都渋谷区南平台町3,15,月～金 00:00-00:00 12分440円 ; 土・日・祝 00:00-00:00 12分440円,月～金 08:00-18:00 最大料金 3900円 ; 月～金 18:00-08:00 最大料金 700円 ; 土・日・祝 08:00-18:00 最大料金 2000円 ; 土・日・祝 18:00-08:00 最大料金 700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0060422/
タイムズ,タイムズ道玄坂１丁目,東京都,東京都渋谷区道玄坂1-18,2,月～金 00:00-00:00 10分550円,月～金 19:00-08:00 最大料金 1900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0061355/
タイムズ,タイムズ神宮前２丁目第３,東京都,東京都渋谷区神宮前2-25,2,月～金 00:00-00:00 15分330円,月～金 駐車後3時間 最大料金 2000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0061452/
タイムズ,タイムズ円山町第１０,東京都,東京都渋谷区円山町,6,月～金 00:00-00:00 12分330円,月～金 08:00-18:00 最大料金 3500円 ; 月～金 18:00-08:00 最大料金 1500円,,,,,2026-07-08T16:44:45.615Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0061977/
タイムズ,タイムズあいおいニッセイ同和損保新宿ビル,東京都,東京都渋谷区代々木3-25,20,月～金 00:00-00:00 30分440円,月～金 07:00-22:00 最大料金 2000円 ; 月～金 22:00-07:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0062180/
タイムズ,タイムズ道玄坂通,東京都,東京都渋谷区道玄坂2-25,128,月～金 00:00-00:00 20分300円,月～金 07:00-23:00 最大料金 1700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0062199/
タイムズ,タイムズ渋谷鶯谷町第６,東京都,東京都渋谷区鶯谷町10,7,月～金 00:00-00:00 12分330円 ; 土・日・祝 00:00-00:00 12分330円,月～金 09:00-19:00 最大料金 4100円 ; 月～金 19:00-09:00 最大料金 1200円 ; 土・日・祝 09:00-19:00 最大料金 2600円 ; 土・日・祝 19:00-09:00 最大料金 1200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0062977/
タイムズ,タイムズ神山町第８,東京都,東京都渋谷区神山町12,4,月～金 00:00-00:00 15分330円,月～金 09:00-19:00 最大料金 2500円 ; 月～金 19:00-09:00 最大料金 1000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0063010/
タイムズ,タイムズ恵比寿プライムスクエア,東京都,東京都渋谷区広尾1-1,38,月～金 00:00-00:00 20分440円,月～金 駐車後12時間 最大料金 2800円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0063218/
タイムズ,タイムズ初台２丁目第２,東京都,東京都渋谷区初台2-6,9,月～金 00:00-00:00 12分330円 ; 土・日・祝 00:00-00:00 10分330円,月～金 駐車後24時間 最大料金 4000円 ; 土・日・祝 駐車後24時間 最大料金 2000円,,,,,2026-07-14T16:19:35.576Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0063459/
タイムズ,タイムズ代々木第１５,東京都,東京都渋谷区代々木3-39,3,月～金 00:00-00:00 12分220円,月～金 08:00-20:00 最大料金 2500円 ; 月～金 20:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0063742/
タイムズ,タイムズ千駄ヶ谷４丁目第６,東京都,東京都渋谷区千駄ヶ谷4-4,7,月～金 00:00-00:00 20分330円,月～金 駐車後6時間 最大料金 2600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0064045/
タイムズ,代々木郵便局駐車場,東京都,東京都渋谷区西原1-42,12,月～金 08:00-21:00 15分300円 ; 月～金 21:00-08:00 60分100円 ; 土・日・祝 08:00-21:00 15分200円 ; 土・日・祝 21:00-08:00 60分100円,月～金 21:00-08:00 最大料金 400円 ; 土・日・祝 08:00-21:00 最大料金 1900円 ; 土・日・祝 21:00-08:00 最大料金 400円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0064234/
タイムズ,原宿スクエア,東京都,東京都渋谷区神宮前6-30,60,月～金 00:00-00:00 30分400円,月～金 07:00-23:00 最大料金 2200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0065376/
タイムズ,タイムズ渋谷代官山,東京都,東京都渋谷区猿楽町15,11,月～金 00:00-00:00 12分330円,月～金 駐車後24時間 最大料金 3700円 ; 月～金 18:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0065685/
タイムズ,タイムズ渋谷東第２,東京都,東京都渋谷区東3-6,7,月～金 00:00-00:00 10分330円 ; 土・日・祝 00:00-00:00 10分330円,月～金 08:00-19:00 最大料金 4200円 ; 月～金 19:00-08:00 最大料金 900円 ; 土・日・祝 08:00-19:00 最大料金 2800円 ; 土・日・祝 19:00-08:00 最大料金 900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0066056/
タイムズ,タイムズ初台坂下,東京都,東京都渋谷区初台2-1,12,月～金 00:00-00:00 12分440円,月～金 駐車後24時間 最大料金 4100円 ; 月～金 19:00-08:00 最大料金 500円,,,,,2026-07-14T16:19:35.576Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0066469/
タイムズ,タイムズ渋谷本町第２４,東京都,東京都渋谷区本町1-44,19,月～金 00:00-00:00 15分220円,月～金 08:00-18:00 最大料金 1800円 ; 月～金 18:00-08:00 最大料金 700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0067234/
タイムズ,渋谷郵便局駐車場,東京都,東京都渋谷区渋谷1-12,4,月～金 08:00-20:00 10分500円 ; 月～金 20:00-08:00 10分500円,月～金 20:00-08:00 最大料金 1800円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0067462/
タイムズ,タイムズ広尾第７,東京都,東京都渋谷区広尾3-11,13,月～金 00:00-00:00 12分220円,月～金 駐車後24時間 最大料金 3100円 ; 月～金 18:00-09:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0067548/
タイムズ,タイムズ渋谷プロパティタワー,東京都,東京都渋谷区東1-33,11,月～金 00:00-00:00 15分330円,月～金 駐車後6時間 最大料金 3000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0067741/
タイムズ,タイムズ千駄ヶ谷第２６,東京都,東京都渋谷区千駄ヶ谷3-16,7,月～金 08:00-22:00 10分330円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後6時間 最大料金 3300円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0068431/
タイムズ,タイムズインフィニート表参道,東京都,東京都渋谷区神宮前4-8,1,月～金 00:00-00:00 12分330円,月～金 駐車後5時間 最大料金 2900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0069282/
タイムズ,タイムズ松濤第８,東京都,東京都渋谷区松濤1-22,24,月～金 00:00-00:00 12分220円,月～金 駐車後24時間 最大料金 2400円 ; 月～金 17:00-09:00 最大料金 800円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0069660/
タイムズ,タイムズ幡ヶ谷２丁目第５,東京都,東京都渋谷区幡ヶ谷2-1,19,月～金 00:00-00:00 15分220円,月～金 08:00-20:00 最大料金 1900円 ; 月～金 20:00-08:00 最大料金 400円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0069770/
タイムズ,タイムズ恵比寿３丁目第７,東京都,東京都渋谷区恵比寿3-14,5,月～金 00:00-00:00 10分220円,月～金 08:00-18:00 最大料金 3800円 ; 月～金 18:00-08:00 最大料金 900円,,,,,2026-07-22T16:21:19.381Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0070098/
タイムズ,タイムズ神山町第９,東京都,東京都渋谷区神山町20,11,月～金 00:00-00:00 12分220円,月～金 駐車後24時間 最大料金 2400円 ; 月～金 19:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0070132/
タイムズ,タイムズ代々木３丁目第４,東京都,東京都渋谷区代々木3-30,17,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1900円 ; 月～金 18:00-09:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0070262/
タイムズ,タイムズ千駄ヶ谷５丁目第５,東京都,東京都渋谷区千駄ヶ谷5-23,6,月～金 00:00-00:00 15分330円,月～金 18:00-08:00 最大料金 1000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0070618/
タイムズ,タイムズ広尾１丁目,東京都,東京都渋谷区広尾1-7,6,月～金 00:00-00:00 12分440円 ; 土・日・祝 00:00-00:00 12分440円,月～金 08:00-20:00 最大料金 4200円 ; 月～金 20:00-08:00 最大料金 600円 ; 土・日・祝 08:00-20:00 最大料金 2200円 ; 土・日・祝 20:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0070669/
タイムズ,タイムズ渋谷本町第２５,東京都,東京都渋谷区本町1-15,2,月～金 00:00-00:00 20分220円,月～金 08:00-18:00 最大料金 1800円 ; 月～金 18:00-08:00 最大料金 700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0070690/
タイムズ,タイムズ千駄ヶ谷第２７,東京都,東京都渋谷区千駄ヶ谷3-56,15,月～金 00:00-00:00 10分330円,月～金 駐車後5時間 最大料金 2700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0070900/
タイムズ,ＴＮＳ神宮前３丁目,東京都,東京都渋谷区神宮前3-35,3,月～金 00:00-00:00 15分300円 ; 土・日・祝 00:00-00:00 15分300円,月～金 08:00-19:00 最大料金 3200円 ; 月～金 19:00-08:00 最大料金 500円 ; 土・日・祝 08:00-19:00 最大料金 2600円 ; 土・日・祝 19:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0071117/
タイムズ,タイムズ代々木第１６,東京都,東京都渋谷区代々木2-15,4,月～金 00:00-00:00 20分330円,月～金 08:00-20:00 最大料金 2500円 ; 月～金 20:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0071459/
タイムズ,タイムズ恵比寿南１丁目,東京都,東京都渋谷区恵比寿南1-16,6,月～金 00:00-00:00 10分440円,,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0071784/
タイムズ,タイムズ渋谷本町第２６,東京都,東京都渋谷区本町6-2,4,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1500円 ; 月～金 18:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0071979/
タイムズ,タイムズ恵比寿３丁目第８,東京都,東京都渋谷区恵比寿3-29,8,月～金 00:00-00:00 12分220円,月～金 09:00-18:00 最大料金 2600円 ; 月～金 18:00-09:00 最大料金 1000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0072194/
タイムズ,タイムズ神宮前５丁目第２,東京都,東京都渋谷区神宮前5-38,11,月～金 00:00-00:00 12分330円 ; 土・日・祝 00:00-00:00 12分330円,月～金 08:00-17:00 最大料金 4000円 ; 月～金 17:00-08:00 最大料金 500円 ; 土・日・祝 08:00-17:00 最大料金 2400円 ; 土・日・祝 17:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0072271/
タイムズ,タイムズ富ヶ谷１丁目第３,東京都,東京都渋谷区富ヶ谷1-22,4,月～金 00:00-00:00 12分330円,月～金 駐車後6時間 最大料金 2600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0073539/
タイムズ,タイムズ千駄ヶ谷３丁目第４,東京都,東京都渋谷区千駄ヶ谷3-61,4,月～金 00:00-00:00 12分330円,月～金 駐車後5時間 最大料金 3300円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0074120/
タイムズ,タイムズ都立広尾病院第１駐車場,東京都,東京都渋谷区恵比寿2-34,38,月～金 00:00-00:00 10分400円,,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0075323/
タイムズ,タイムズ都立広尾病院第２駐車場,東京都,東京都渋谷区恵比寿2-34,34,月～金 00:00-00:00 10分400円,,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0075324/
タイムズ,タイムズ富ヶ谷１丁目第４,東京都,東京都渋谷区富ヶ谷1-10,8,月～金 00:00-00:00 12分440円,月～金 駐車後5時間 最大料金 3000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0075351/
タイムズ,タイムズ南平台第６,東京都,東京都渋谷区南平台町2,3,月～金 00:00-00:00 12分440円,月～金 08:00-18:00 最大料金 3500円 ; 月～金 18:00-08:00 最大料金 700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0079287/
タイムズ,タイムズ恵比寿３丁目第１０,東京都,東京都渋谷区恵比寿3-16,3,月～金 00:00-00:00 12分220円,月～金 09:00-18:00 最大料金 3300円 ; 月～金 18:00-09:00 最大料金 900円,,,,,2026-07-22T16:21:19.381Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0079547/
タイムズ,タイムズ笹塚３丁目第５,東京都,東京都渋谷区笹塚3-2,6,月～金 00:00-00:00 12分220円,月～金 駐車後24時間 最大料金 2200円 ; 月～金 19:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0079713/
タイムズ,タイムズ渋谷宇田川町第４,東京都,東京都渋谷区宇田川町12,2,月～金 00:00-00:00 15分440円,月～金 21:00-08:00 最大料金 2000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0079759/
タイムズ,タイムズ渋谷２丁目第２,東京都,東京都渋谷区渋谷2-3,4,月～金 00:00-00:00 15分440円,月～金 09:00-20:00 最大料金 3700円 ; 月～金 20:00-09:00 最大料金 800円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0079786/
タイムズ,タイムズ恵比寿３丁目第９,東京都,東京都渋谷区恵比寿3-9,1,月～金 00:00-00:00 10分220円,,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0080045/
タイムズ,タイムズ千駄ヶ谷第２８,東京都,東京都渋谷区千駄ヶ谷3-1,10,月～金 00:00-00:00 10分330円,月～金 駐車後5時間 最大料金 3000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0081010/
タイムズ,タイムズ渋谷猿楽町第２,東京都,東京都渋谷区猿楽町19,5,月～金 08:00-18:00 10分330円 ; 月～金 18:00-08:00 60分110円,月～金 駐車後5時間 最大料金 3200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0081228/
タイムズ,タイムズ初台１丁目第２,東京都,東京都渋谷区初台1-23,10,月～金 00:00-00:00 10分220円 ; 土・日・祝 00:00-00:00 10分220円,月～金 09:00-18:00 最大料金 2900円 ; 月～金 18:00-09:00 最大料金 500円 ; 土・日・祝 09:00-18:00 最大料金 1200円 ; 土・日・祝 18:00-09:00 最大料金 500円,,,,,2026-07-14T16:19:35.576Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0082181/
タイムズ,タイムズ幡ヶ谷３丁目第２,東京都,東京都渋谷区幡ヶ谷3-55,3,月～金 08:00-20:00 12分220円 ; 月～金 20:00-08:00 60分220円,月～金 駐車後6時間 最大料金 1700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0083445/
タイムズ,タイムズ道玄坂円山町,東京都,東京都渋谷区道玄坂2-21,6,月～金 00:00-00:00 10分330円,月～金 駐車後4時間 最大料金 2700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0083605/
タイムズ,タイムズ道玄坂円山町第２,東京都,東京都渋谷区道玄坂2-21,11,月～金 00:00-00:00 10分330円,月～金 駐車後4時間 最大料金 2700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0083606/
タイムズ,タイムズ神宮前５丁目第３,東京都,東京都渋谷区神宮前5-6,15,月～金 00:00-00:00 15分330円,月～金 駐車後24時間 最大料金 2800円 ; 月～金 17:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0083874/
タイムズ,タイムズ幡ヶ谷２丁目第６,東京都,東京都渋谷区幡ヶ谷2-14,13,月～金 00:00-00:00 10分330円 ; 土・日・祝 00:00-00:00 10分330円,月～金 09:00-20:00 最大料金 3600円 ; 月～金 20:00-09:00 最大料金 600円 ; 土・日・祝 09:00-20:00 最大料金 2300円 ; 土・日・祝 20:00-09:00 最大料金 600円,,,,,2026-07-25T10:46:17.899Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0084256/
タイムズ,タイムズ神山町第１０,東京都,東京都渋谷区神山町17,3,月～金 00:00-00:00 15分220円,月～金 駐車後24時間 最大料金 2600円 ; 月～金 19:00-09:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C113/park-detail-BUK0085128/
タイムズ,タイムズ中野中央第２,東京都,東京都中野区中央1-20,3,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1800円 ; 月～金 20:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0000466/
タイムズ,タイムズ中野中央第３,東京都,東京都中野区中央2-21,4,月～金 00:00-00:00 20分220円,月～金 08:00-19:00 最大料金 1800円 ; 月～金 19:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0000935/
タイムズ,タイムズ中野中央第４,東京都,東京都中野区中央2-22,2,月～金 08:00-18:00 20分220円 ; 月～金 18:00-08:00 60分220円,月～金 18:00-08:00 最大料金 550円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0000961/
タイムズ,タイムズ弥生町第４,東京都,東京都中野区弥生町3-36,6,月～金 00:00-00:00 15分330円,月～金 08:00-18:00 最大料金 2400円 ; 月～金 18:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0001084/
タイムズ,タイムズ江古田第３,東京都,東京都中野区江古田4-24,4,月～金 00:00-00:00 30分220円,月～金 駐車後24時間 最大料金 1400円 ; 月～金 18:00-08:00 最大料金 500円,,,,,2026-07-17T05:45:08.737Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0001256/
タイムズ,タイムズ中野本町第２,東京都,東京都中野区本町1-4,3,月～金 08:00-22:00 20分330円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 2400円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0001293/
タイムズ,タイムズ新井第４,東京都,東京都中野区新井4-4,4,月～金 00:00-00:00 30分220円,月～金 08:00-20:00 最大料金 1100円 ; 月～金 20:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0001335/
タイムズ,タイムズ上鷺宮,東京都,東京都中野区上鷺宮5-9,2,月～金 08:00-22:00 60分220円 ; 月～金 22:00-08:00 60分110円,,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0001524/
タイムズ,タイムズ江古田第４,東京都,東京都中野区江古田2-19,4,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1700円 ; 月～金 18:00-09:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0001864/
タイムズ,タイムズ中野中央第１２,東京都,東京都中野区中央4-44,3,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 2000円 ; 月～金 18:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0001866/
タイムズ,タイムズ中野第９,東京都,東京都中野区中野2-21,5,月～金 00:00-00:00 20分220円,月～金 08:00-18:00 最大料金 2000円 ; 月～金 18:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0010092/
タイムズ,タイムズ弥生町第８,東京都,東京都中野区弥生町2-30,2,月～金 08:00-00:00 15分220円 ; 月～金 00:00-08:00 60分110円,,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0010424/
タイムズ,タイムズ弥生町第９,東京都,東京都中野区弥生町2-41,2,月～金 00:00-00:00 20分220円,月～金 08:00-19:00 最大料金 1800円 ; 月～金 19:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0010449/
タイムズ,タイムズ中野第１０,東京都,東京都中野区中野2-2,7,月～金 08:00-20:00 20分220円 ; 月～金 20:00-08:00 60分110円,月～金 駐車後24時間 最大料金 2000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0010482/
タイムズ,タイムズ中野本町第５,東京都,東京都中野区本町5-34,2,月～金 00:00-00:00 15分220円,月～金 08:00-20:00 最大料金 2000円 ; 月～金 20:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0010636/
タイムズ,タイムズ東中野第１１,東京都,東京都中野区東中野1-51,8,月～金 08:00-00:00 15分330円 ; 月～金 00:00-08:00 60分110円,月～金 駐車後3時間 最大料金 2000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0013481/
タイムズ,タイムズ沼袋第５,東京都,東京都中野区沼袋1-7,4,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1500円 ; 月～金 18:00-08:00 最大料金 700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0013489/
